,fecha,latitud,longitud,url,titulo,tipo_propiedad,precio,moneda,m2,ambientes
268,2020_04_25,-34.5513731,-58.4457565,https://departamento.mercadolibre.com.ar/MLA-841402881-departmento-amoblado-3-amb-belgrano-bajas-expensas-duenio-_JM,"Departmento Amoblado 3 Amb. Belgrano, Bajas Expensas, Duenio",Departamento,38000.0,ARS,60,3
269,2020_04_25,-34.6350403,-58.4983826,https://departamento.mercadolibre.com.ar/MLA-841405760-ph-2-ambientes-con-terraza-liniers-alquiler-_JM,Ph 2 Ambientes Con Terraza Liniers Alquiler,Departamento,28000.0,ARS,115,2
270,2020_04_25,-34.6450259,-58.5118492,https://departamento.mercadolibre.com.ar/MLA-841420489-amplio-monoambiente-en-pieres-al-500-de-categoria-_JM,Amplio Monoambiente En Pieres Al 500 De Categoria.,Departamento,19000.0,ARS,46,1
271,2020_04_25,-34.595839,-58.3867928,https://departamento.mercadolibre.com.ar/MLA-841437144-depto-en-alquiler-sin-muebles-paquete-expensas-y-abl-incluid-_JM,Depto En Alquiler Sin Muebles Paquete Expensas Y Abl Incluid,Departamento,57000.0,ARS,100,4
272,2020_04_25,-34.5863439,-58.4400986,https://departamento.mercadolibre.com.ar/MLA-841469931-loft-pent-house-espectacular-en-alquiler-palermo-hollywood-_JM,Loft Pent House Espectacular En Alquiler Palermo Hollywood,Departamento,58000.0,ARS,98,3
273,2020_04_25,-34.5863439,-58.4400986,https://departamento.mercadolibre.com.ar/MLA-841471509-loft-en-duplex-amoblado-para-renta-palermo-hollywood-dueno-_JM,Loft  En Duplex Amoblado Para Renta Palermo Hollywood  Dueño,Departamento,298000.0,USD,70,2
274,2020_04_25,-34.6037426,-58.4240943,https://departamento.mercadolibre.com.ar/MLA-841486411-departamento-alquiler-temporario-dueno-hospital-italiano-_JM,Departamento Alquiler Temporario Dueño Hospital Italiano,Departamento,1600.0,ARS,38,1
275,2020_04_25,-34.6071035,-58.4047443,https://departamento.mercadolibre.com.ar/MLA-841540117-2-ambientes-dueno-directo-castelli-236-_JM,"2 Ambientes, Dueño Directo Castelli 236",Departamento,17500.0,ARS,48,2
276,2020_04_25,-34.5457196,-58.469887,https://departamento.mercadolibre.com.ar/MLA-841540340-alquiler-departamento-2-ambientes-suite-amenities-cochera-nunez-_JM,Alquiler  Departamento 2 Ambientes. Suite. Amenities. Cochera. Núñez,Departamento,1000.0,USD,55,2
277,2020_04_25,-34.605419,-58.456529,https://departamento.mercadolibre.com.ar/MLA-841557731-monoambiente-alquiler-dueno-directo-frente-con-balcon-_JM,Monoambiente Alquiler Dueño Directo. Frente Con Balcon.,Departamento,19000.0,ARS,35,1
278,2020_04_25,-34.5788851,-58.442063,https://departamento.mercadolibre.com.ar/MLA-841623760-duplex-full-amenities-seguridad-24-hs-en-silos-de-dorrego-ii-_JM,Duplex Full Amenities Seguridad 24 Hs En Silos De Dorrego Ii,Departamento,45000.0,ARS,80,2
279,2020_04_25,-34.5896566,-58.4198994,https://departamento.mercadolibre.com.ar/MLA-841634269-hermoso-estudio-en-palermo-soho-_JM,Hermoso Estudio En Palermo Soho,Departamento,21000.0,ARS,31,1
280,2020_04_25,-34.5949371,-58.4085147,https://departamento.mercadolibre.com.ar/MLA-841647424-departamento-de-dos-ambientes-en-barrio-norte-_JM,Departamento De Dos Ambientes En Barrio Norte,Departamento,19000.0,ARS,48,2
281,2020_04_25,-34.6101811,-58.5225475,https://departamento.mercadolibre.com.ar/MLA-841649860-depto-3-ambientes-_JM,Depto. 3 Ambientes ,Departamento,30000.0,ARS,65,3
282,2020_04_25,-34.6014804,-58.392835,https://departamento.mercadolibre.com.ar/MLA-841667292-excelente-departamento-en-alquiler-temporario-_JM,Excelente Departamento En Alquiler Temporario,Departamento,3100.0,ARS,44,1
283,2020_04_25,-34.6005138,-58.3987867,https://departamento.mercadolibre.com.ar/MLA-841766193-exelente-3-ambientes-ideal-estudiantes-_JM,Exelente  3 Ambientes . Ideal Estudiantes.,Departamento,39000.0,ARS,58,3
284,2020_04_25,-34.5604302,-58.4663747,https://departamento.mercadolibre.com.ar/MLA-841774948-departamento-3-amb-65-mts-balcon-cfte-belgrano-_JM,Departamento - 3 Amb.  65 Mts   Balcón - Cfte. - Belgrano,Departamento,35000.0,ARS,70,3
285,2020_04_25,-34.5977934,-58.3934546,https://departamento.mercadolibre.com.ar/MLA-841786905-alquilo-departamento-amoblados-en-avcallao-y-avsanta-fe-_JM,Alquilo Departamento Amoblados En Av.callao Y Av.santa Fe,Departamento,2100.0,ARS,45,1
286,2020_04_25,-34.6024845,-58.3773438,https://departamento.mercadolibre.com.ar/MLA-841856562-sin-garantia-prop-depto-2-ambientes-ideal-extranjeros-_JM,Sin Garantía Prop. Depto 2 Ambientes   Ideal Extranjeros,Departamento,13500.0,ARS,30,2
287,2020_04_25,-34.5891876,-58.4127683,https://departamento.mercadolibre.com.ar/MLA-841860821-dueno-alquiler-temporario-_JM,Dueño Alquiler Temporario,Departamento,1700.0,USD,110,5
288,2020_04_25,-34.601006,-58.4182961,https://departamento.mercadolibre.com.ar/MLA-841867233-monoambiente-amoblado-alq-temporario-todo-incluido-_JM,Monoambiente Amoblado Alq Temporario Todo Incluido,Departamento,30000.0,ARS,26.6,1
289,2020_04_25,-34.5920732,-58.3942764,https://departamento.mercadolibre.com.ar/MLA-841873149-moderno-departamento-recoleta-hasta-6-huespedes-_JM,"Moderno Departamento Recoleta, Hasta 6 Huespedes",Departamento,3500.0,ARS,58,2
290,2020_04_25,-34.6566819,-58.4773569,https://departamento.mercadolibre.com.ar/MLA-841900291-dueno-alquila-2-amb-sinexpens-con-o-sin-garantia-sin-abl-_JM,Dueño Alquila 2 Amb. Sin/expens. Con O Sin Garantia  Sin Abl,Departamento,17000.0,ARS,35,2
291,2020_04_25,-34.617299,-58.361345,https://departamento.mercadolibre.com.ar/MLA-841910416-duplex-4-amb-cochera-amenities-_JM,Duplex 4 Amb. | Cochera | Amenities ,Departamento,900.0,USD,144,4
292,2020_04_25,-34.6168101,-58.3628155,https://departamento.mercadolibre.com.ar/MLA-841936706-excelente-alquiler-2-ambientes-50m-amoblado-y-equipado-en-puerto-madero-_JM,"Excelente Alquiler 2 Ambientes 50m², Amoblado Y Equipado En Puerto Madero",Departamento,50000.0,ARS,50,2
293,2020_04_25,-34.5525943,-58.4429397,https://departamento.mercadolibre.com.ar/MLA-841937128-belgrano-2-ambientes-vista-al-rio-edificio-husares-_JM,Belgrano 2 Ambientes - Vista Al Rio - Edificio Husares,Departamento,35000.0,ARS,50,2
294,2020_04_25,-34.5985757,-58.4211832,https://departamento.mercadolibre.com.ar/MLA-841942880-alquilo-dpto-2-amb-en-almagro-_JM,Alquilo Dpto 2 Amb En Almagro ,Departamento,18000.0,ARS,40,2
295,2020_04_25,-34.6442377,-58.4965485,https://departamento.mercadolibre.com.ar/MLA-841948994-dto-en-alquiler-2-ambientes-muy-luminoso-_JM,Dto En Alquiler 2 Ambientes Muy Luminoso,Departamento,18000.0,ARS,35,2
296,2020_04_25,-34.6142203,-58.3798441,https://departamento.mercadolibre.com.ar/MLA-841960559-alquiler-dto-oficina-1-ambiente-a-estrenar-con-amenities-_JM,Alquiler Dto/ Oficina  1 Ambiente A Estrenar Con Amenities,Departamento,25000.0,ARS,38,1
297,2020_04_25,-34.553027,-58.4391134,https://departamento.mercadolibre.com.ar/MLA-841965936-departamentos-alquiler-belgrano-_JM,Departamentos Alquiler Belgrano,Departamento,6900.0,USD,275,5
298,2020_04_25,-34.6077785,-58.3747416,https://departamento.mercadolibre.com.ar/MLA-841966953-alquiler-oficina-en-microcentro-_JM,Alquiler Oficina En Microcentro,Departamento,8500.0,ARS,30,1
299,2020_04_25,-34.5972242,-58.3962442,https://departamento.mercadolibre.com.ar/MLA-842027790-departamento-en-alquiler-190m-marcelo-t-alvear-2000-duena-_JM,Departamento En Alquiler 190m Marcelo T  Alvear 2000 Dueña,Departamento,55000.0,ARS,192,5
300,2020_04_25,-34.5732084,-58.4594325,https://departamento.mercadolibre.com.ar/MLA-842049462-dueno-alquila-excel-dpto-4-amb-expensas-y-aysa-incluidos-_JM,Dueño Alquila Excel Dpto. 4 Amb. Expensas Y Aysa Incluídos,Departamento,40800.0,ARS,82,4
301,2020_04_25,-34.5520313,-58.4661056,https://departamento.mercadolibre.com.ar/MLA-842071583-alquiler-temporal-_JM,Alquiler Temporal,Departamento,49500.0,ARS,107,3
302,2020_04_25,-34.6088973,-58.3873376,https://departamento.mercadolibre.com.ar/MLA-842075341-dueno-vende-impecable-departamento-en-congreso-ideal-renta-_JM,Dueño Vende Impecable Departamento En Congreso Ideal Renta,Departamento,98000.0,USD,40,1
303,2020_04_25,-34.603354,-58.3821053,https://departamento.mercadolibre.com.ar/MLA-842103692-alquiler-habitacion-compartida-6000-x-mes-obelisco-_JM,Alquiler Habitacion Compartida - $6000 X Mes - Obelisco,Departamento,6000.0,ARS,250,5
304,2020_04_25,-34.6108508,-58.503122,https://departamento.mercadolibre.com.ar/MLA-842171070-alquiler-_JM,Alquiler ,Departamento,11000.0,ARS,28,1
305,2020_04_25,-34.5995501,-58.4015772,https://departamento.mercadolibre.com.ar/MLA-842178736-alquilo-departamento-equipado-y-remodelado-en-recoleta-_JM,Alquilo Departamento Equipado Y Remodelado En Recoleta,Departamento,25000.0,ARS,35,1
306,2020_04_25,-34.577883,-58.408561,https://departamento.mercadolibre.com.ar/MLA-842216981-departamento-1-suite-y-dependencias-buenas-dimensiones-_JM,Departamento 1 Suite Y Dependencias Buenas Dimensiones,Departamento,70000.0,ARS,100,3
307,2020_04_25,-34.6199165,-58.4432306,https://departamento.mercadolibre.com.ar/MLA-842251935-monoambiente-caballito-primera-junta-subte-a-_JM,Monoambiente. Caballito. Primera Junta. Subte A.,Departamento,15900.0,ARS,35,1
308,2020_04_25,-34.6315051,-58.3891558,https://departamento.mercadolibre.com.ar/MLA-842341640-depto-4-ambientes-seguridad-parque-coch-constitucion-_JM,Depto 4 Ambientes - Seguridad - Parque - Coch - Constitución,Departamento,26000.0,ARS,82,4
309,2020_04_25,-34.5738436,-58.417962,https://departamento.mercadolibre.com.ar/MLA-842350218-departamento-palermo-_JM,Departamento - Palermo,Departamento,2100.0,USD,160,4
310,2020_04_25,-34.582027,-58.447792,https://departamento.mercadolibre.com.ar/MLA-842394916-av-alvarez-thomas-240-_JM,Av Alvarez Thomas 240,Departamento,19000.0,ARS,37,1
311,2020_04_25,-34.5703974,-58.4326225,https://departamento.mercadolibre.com.ar/MLA-842395113-studio-en-las-canitas-comodo-y-la-mejor-ubicacion-_JM,"Studio En Las Cañitas, Cómodo Y La Mejor Ubicación",Departamento,1850.0,ARS,44,1
312,2020_04_25,-34.5963038,-58.4018531,https://departamento.mercadolibre.com.ar/MLA-842429127-alquiler-3-ambientes-muy-luminosos-marcelo-t-de-alvear-_JM, alquiler - 3 Ambientes- Muy Luminosos - Marcelo T De Alvear,Departamento,32000.0,ARS,78,3
313,2020_04_25,-34.6240865,-58.390365,https://departamento.mercadolibre.com.ar/MLA-842458423-dueno-alquila-para-personal-de-la-fuerza-_JM,Dueño Alquila Para Personal De La Fuerza,Departamento,13600.0,ARS,45,2
314,2020_04_25,-34.6368072,-58.3730675,https://departamento.mercadolibre.com.ar/MLA-842460868-dueno-alquila-con-recibo-de-fuerzas-armadas-_JM,Dueño Alquila Con Recibo De Fuerzas Armadas,Departamento,15500.0,ARS,64,2
315,2020_04_25,-34.568276,-58.442545,https://departamento.mercadolibre.com.ar/MLA-842487064-alquiler-piso-4-ambientes-c-garage-y-dependencia-_JM,Alquiler Piso 4 Ambientes  C/ Garage Y Dependencia,Departamento,1950.0,USD,178,4
316,2020_04_25,-34.616573,-58.3946532,https://departamento.mercadolibre.com.ar/MLA-842540765-dueno-alquila-depto-de-4-amb-en-congreso-_JM,Dueño Alquila Depto De 4 Amb. En Congreso.,Departamento,25000.0,ARS,90,4
317,2020_04_25,-34.617949,-58.361842,https://departamento.mercadolibre.com.ar/MLA-842546346-departamento-semipiso-en-alquiler-ubicado-en-puerto-madero-capital-federal-_JM,"Departamento Semipiso  En Alquiler Ubicado En Puerto Madero, Capital Federal",Departamento,6000.0,USD,250,4
318,2020_04_25,-34.611243,-58.360545,https://departamento.mercadolibre.com.ar/MLA-842546357-alquiler-amoblado-le-parc-puerto-madero-2-dormitorios-piso-alto--_JM,Alquiler Amoblado - Le Parc Puerto Madero 2 Dormitorios. Piso Alto !!,Departamento,2900.0,USD,130,3
319,2020_04_25,-34.610994,-58.363366,https://departamento.mercadolibre.com.ar/MLA-842546378-departamento-duplex-en-alquiler-ubicado-en-puerto-madero-capital-federal-_JM,"Departamento Duplex  En Alquiler Ubicado En Puerto Madero, Capital Federal",Departamento,3000.0,USD,150,4
320,2020_04_25,-34.611243,-58.360545,https://departamento.mercadolibre.com.ar/MLA-842546382-departamento-en-alquiler-ubicado-en-puerto-madero-capital-federal-_JM,"Departamento  En Alquiler Ubicado En Puerto Madero, Capital Federal",Departamento,1100.0,USD,82,2
321,2020_04_25,-34.615289,-58.361865,https://departamento.mercadolibre.com.ar/MLA-842547624-madero-plaza-3-dormitorios-160-m2-en-alquiler-vista-abierta--_JM,Madero Plaza - 3 Dormitorios 160 M2 En Alquiler Vista Abierta !!,Departamento,160000.0,ARS,160,4
322,2020_04_25,-34.61689,-58.362699,https://departamento.mercadolibre.com.ar/MLA-842547733-departamento-en-alquiler-ubicado-en-puerto-madero-capital-federal-_JM,"Departamento  En Alquiler Ubicado En Puerto Madero, Capital Federal",Departamento,69000.0,ARS,90,3
323,2020_04_25,-34.610305,-58.362902,https://departamento.mercadolibre.com.ar/MLA-842548624-bayres-madero-2-dormitorios-en-venta-con-renta--_JM,Bayres Madero - 2 Dormitorios En Venta Con Renta !,Departamento,470000.0,USD,103,3
324,2020_04_25,-34.615289,-58.361865,https://departamento.mercadolibre.com.ar/MLA-842548749-departamento-duplex-en-alquiler-ubicado-en-puerto-madero-capital-federal-_JM,"Departamento Duplex  En Alquiler Ubicado En Puerto Madero, Capital Federal",Departamento,2500.0,USD,300,5
325,2020_04_25,-34.61212,-58.360934,https://departamento.mercadolibre.com.ar/MLA-842548807-mulieris-2-dormitorios-en-suite-totalmente-amoblado-_JM,Mulieris 2 Dormitorios En Suite Totalmente Amoblado,Departamento,2750.0,USD,160,3
326,2020_04_25,-34.6028387,-58.3637206,https://departamento.mercadolibre.com.ar/MLA-842557494-terrazas-yacht-hermoso-3-ambientes-de-categoria-al-este-95m2-alq-24-meses-o-temporario-_JM,Terrazas Yacht - Hermoso 3 Ambientes De Categoría Al Este - 95m2 - Alq 24 Meses O Temporario,Departamento,2800.0,USD,95,3
327,2020_04_25,-34.615289,-58.361865,https://departamento.mercadolibre.com.ar/MLA-842561710-exclusivo-duplex-con-parrilla-3-suites-y-2-cocheras-_JM,Exclusivo Duplex Con Parrilla - 3 Suites Y 2 Cocheras,Departamento,160000.0,ARS,198,4
328,2020_04_25,-34.5773937,-58.4295757,https://departamento.mercadolibre.com.ar/MLA-842573582-dueno-alquila-departamento-amueblado-palermo-hollywood-_JM,Dueño Alquila Departamento Amueblado Palermo Hollywood,Departamento,1500.0,USD,75,3
329,2020_04_25,-34.5784973,-58.4249447,https://departamento.mercadolibre.com.ar/MLA-842594084-oportunidad-excelente-mono-amueblado-en-palermo-soho-alta-renta-_JM,Oportunidad Excelente Mono Amueblado En Palermo Soho - Alta Renta,Departamento,139000.0,USD,30,1
330,2020_04_25,-34.5848794,-58.4232657,https://departamento.mercadolibre.com.ar/MLA-842596852-2-amb-full-amenities-con-renta-en-torre-quo-palermo-soho-_JM,2 Amb Full Amenities Con Renta En Torre Quo - Palermo Soho,Departamento,270000.0,USD,53,2
331,2020_04_25,-34.6151528,-58.4603044,https://departamento.mercadolibre.com.ar/MLA-842606380-alquilo-departamento-a-estrenar-43m2-monoambiente-divisible-_JM,Alquilo Departamento A Estrenar 43m2 Monoambiente Divisible,Departamento,18000.0,ARS,43,1
332,2020_04_25,-34.5696601,-58.4489123,https://departamento.mercadolibre.com.ar/MLA-842623066-luminoso-a-80-mts-de-av-cabildo-con-balcon-a-la-calle-_JM,"Luminoso, A 80 Mts De Av. Cabildo Con Balcón A La Calle",Departamento,1700.0,ARS,25,1
333,2020_04_25,-34.6252175,-58.4530063,https://departamento.mercadolibre.com.ar/MLA-842671322-depto-2-amb-tipo-casa-con-patio-sav-rivadavia-caballito-_JM,Depto 2 Amb Tipo Casa Con Patio S/av Rivadavia Caballito,Departamento,28500.0,ARS,45,2
334,2020_04_25,-34.5543643,-58.4655978,https://departamento.mercadolibre.com.ar/MLA-842695606-depto-1-ambiente-con-muebles-_JM,Depto 1 Ambiente Con Muebles,Departamento,16000.0,ARS,30,1
335,2020_04_25,-34.5776198,-58.4651217,https://departamento.mercadolibre.com.ar/MLA-842700788-alquiler-departamento-2-ambientes-villa-ortuzar-balcon-_JM,Alquiler Departamento 2 Ambientes Villa Ortuzar Balcon,Departamento,16000.0,ARS,42,2
336,2020_04_25,-34.5805808,-58.41442,https://departamento.mercadolibre.com.ar/MLA-842711310-departamento-alquiler-palermo-monoambiente-_JM,Departamento - Alquiler - Palermo - Monoambiente,Departamento,18000.0,ARS,30,1
337,2020_04_25,-34.6178902,-58.4460074,https://departamento.mercadolibre.com.ar/MLA-842725894-departamento-en-caballito-3-ambientes-2-banos-3-balcones-_JM,Departamento En Caballito 3 Ambientes 2 Baños 3 Balcones,Departamento,35000.0,ARS,87,3
338,2020_04_25,-34.605096,-58.3802567,https://departamento.mercadolibre.com.ar/MLA-842754578-2-amb-excelente-ubicacion-apto-prof-seguridad--_JM,2 Amb Excelente Ubicacion Apto Prof -seguridad-,Departamento,17000.0,ARS,45,2
339,2020_04_25,-34.5504097,-58.455215,https://departamento.mercadolibre.com.ar/MLA-842759190-estudio-en-nunez-_JM,Estudio En Núñez ,Departamento,3000.0,ARS,25,1
340,2020_04_25,-34.6297311,-58.4103557,https://departamento.mercadolibre.com.ar/MLA-842776470-alq-garay-3219-3p-depto-1-amb-todo-luz-excel-ubicacion-_JM,Alq Garay 3219 3p Depto 1 Amb! Todo Luz! Excel Ubicación! ,Departamento,14000.0,ARS,33,1
341,2020_04_25,-34.598671,-58.3882956,https://departamento.mercadolibre.com.ar/MLA-842834080-2-amb-impecables-amoblados-y-equipados-a-full-dueno-directo-_JM,2 Amb  Impecables Amoblados Y Equipados A Full Dueño Directo,Departamento,28500.0,ARS,35,2
342,2020_04_25,-34.5473672,-58.4904697,https://departamento.mercadolibre.com.ar/MLA-842844193-depto-2-ambientes-con-coch-abl-aysa-y-expensas-incluidas-_JM,"Depto 2 Ambientes Con Coch., Abl, Aysa Y Expensas Incluidas",Departamento,30000.0,ARS,50,2
343,2020_04_25,-34.6161716,-58.4473454,https://departamento.mercadolibre.com.ar/MLA-842864375-departamento-2-ambientes-caballito-_JM,Departamento 2 Ambientes Caballito,Departamento,17000.0,ARS,40,2
344,2020_04_25,-34.6039578,-58.3849311,https://departamento.mercadolibre.com.ar/MLA-842864998-alquiler-dpto-3-ambientes--_JM,Alquiler - Dpto. 3 Ambientes -,Departamento,15500.0,ARS,58,3
345,2020_04_25,-34.6177194,-58.3620561,https://departamento.mercadolibre.com.ar/MLA-842892245-dos-excdpto-vista-a-dique-pexigentes-estilo-faena-2-amb-_JM,Dos Exc.dpto Vista A Dique P/exigentes Estilo Faena 2 Amb,Departamento,150.0,USD,75,2
346,2020_04_25,-34.6177194,-58.3620561,https://departamento.mercadolibre.com.ar/MLA-842892258-dos-excdpto-vista-a-dique-pexigentes-estilo-faena-2-amb-_JM,Dos Exc.dpto Vista A Dique P/exigentes Estilo Faena 2 Amb,Departamento,150.0,USD,75,2
347,2020_04_25,-34.6159817,-58.4546914,https://departamento.mercadolibre.com.ar/MLA-842903377-semipiso-a-metros-de-plaza-irlanda-_JM,Semipiso A Metros De Plaza Irlanda,Departamento,42000.0,ARS,120,3
348,2020_04_25,-34.5859562,-58.4763611,https://departamento.mercadolibre.com.ar/MLA-842903724-alquiler-departamento-2-amb-en-v-urquiza-cserv-inluidos-_JM,Alquiler Departamento 2 Amb En V. Urquiza C/serv. Inluidos,Departamento,23000.0,ARS,56,2
349,2020_04_25,-34.5689437,-58.4508923,https://departamento.mercadolibre.com.ar/MLA-842904158-alquilo-departamento-en-belgrano-mts-subte-y-metrobus-_JM,Alquilo Departamento En Belgrano! Mts Subte Y Metrobús,Departamento,35000.0,ARS,75,3
350,2020_04_25,-34.5675321,-58.4547305,https://departamento.mercadolibre.com.ar/MLA-842907310-alquiler-3-ambientes-grandes-luminoso-frente-balcon-_JM,"Alquiler, 3 Ambientes, Grandes, Luminoso, Frente, Balcon",Departamento,31000.0,ARS,93,3
351,2020_04_25,-34.6334005,-58.4598626,https://departamento.mercadolibre.com.ar/MLA-842915223-alquilo-departamento-1-amb-30-m2-_JM,Alquilo Departamento 1 Amb 30 M2,Departamento,13500.0,ARS,30,1
352,2020_04_25,-34.6052882,-58.379279,https://departamento.mercadolibre.com.ar/MLA-842916108-aquiler-departamento-3-ambientes-en-el-centro-_JM,Aquiler Departamento 3 Ambientes En El Centro,Departamento,25000.0,ARS,55,3
353,2020_04_25,-34.5544739,-58.4639931,https://departamento.mercadolibre.com.ar/MLA-842926469-alquiler-apto-profesional-sav-cabildo-_JM,Alquiler Apto Profesional S/av Cabildo ,Departamento,21000.0,ARS,44,1
354,2020_04_25,-34.5594421,-58.4817313,https://departamento.mercadolibre.com.ar/MLA-842941390-departamento-duplex-exclusivo-complejo-tronador-_JM,Departamento Duplex Exclusivo Complejo Tronador,Departamento,3200.0,USD,467,4
355,2020_04_25,-34.6257443,-58.4575689,https://departamento.mercadolibre.com.ar/MLA-842950188-departamento-temporario-en-flores-_JM,Departamento Temporario En Flores,Departamento,2400.0,ARS,50,2
356,2020_04_25,-34.6410754,-58.5183806,https://departamento.mercadolibre.com.ar/MLA-843011814-dueno-directo-alquila-depto-3-amb-ccochera-_JM,Dueño Directo Alquila Depto 3 Amb C/cochera,Departamento,35000.0,ARS,100,3
357,2020_04_25,-34.6017713,-58.3905262,https://departamento.mercadolibre.com.ar/MLA-843020030-excelente-tres-ambientes-en-primer-piso-zona-tribunales-_JM,Excelente Tres Ambientes En Primer Piso. Zona Tribunales,Departamento,22000.0,ARS,72,3
358,2020_04_25,-34.6473387,-58.4107263,https://departamento.mercadolibre.com.ar/MLA-843020868-alquilo-departamento-1-ambiente-sin-garantia-dueno-directo-_JM,Alquilo Departamento 1 Ambiente Sin Garantia  Dueño Directo,Departamento,15000.0,ARS,25,1
359,2020_04_25,-34.6265368,-58.4643585,https://departamento.mercadolibre.com.ar/MLA-843026266-dto-de-2-ambientes-bano-completo-muy-buena-ubicacion-_JM,Dto De 2 Ambientes Baño Completo Muy Buena Ubicacion,Departamento,30000.0,ARS,38,2
360,2020_04_25,-34.5808503,-58.4040504,https://departamento.mercadolibre.com.ar/MLA-843060314-espectacular-departamento-160m-con-terraza-de-60m-cochera-y-vigilancia-_JM,Espectacular Departamento 160m² Con Terraza De 60m² Cochera Y Vigilancia.,Departamento,168000.0,ARS,200,3
361,2020_04_25,-34.6853385,-58.4801562,https://departamento.mercadolibre.com.ar/MLA-843060536-departamento-2-amb-con-cochera-_JM,Departamento 2 Amb Con Cochera,Departamento,20000.0,ARS,50,2
362,2020_04_25,-34.5997957,-58.391745,https://departamento.mercadolibre.com.ar/MLA-843073978-departamento-amoblado-3-dormitorios-3-banos-cochera-_JM,Departamento Amoblado 3 Dormitorios 3 Baños - Cochera,Departamento,2800.0,USD,150,5
363,2020_04_25,-34.570846,-58.434898,https://departamento.mercadolibre.com.ar/MLA-843096434-duplex-temporario-en-las-canitas-hasta-4-personas-_JM,Duplex Temporario En Las Cañitas - Hasta 4 Personas,Departamento,1800.0,ARS,70,2
364,2020_04_25,-34.612809,-58.363372,https://departamento.mercadolibre.com.ar/MLA-843102942-bayres-dock-alquiler-de-3-dormitorios-2-cocheras-impecable--_JM,Bayres Dock Alquiler De 3 Dormitorios - 2 Cocheras - Impecable !!!,Departamento,2100.0,USD,145,4
365,2020_04_25,-34.6164507,-58.3671474,https://departamento.mercadolibre.com.ar/MLA-843104464-mono-ambiente-de-categoria-amoblado-con-renta-_JM,Mono Ambiente De Categoria Amoblado Con Renta,Departamento,245000.0,USD,47,1
366,2020_04_25,-34.5947189,-58.3933343,https://departamento.mercadolibre.com.ar/MLA-843109880-departamento-alquiler-temporaltemporary-rental-recoleta-_JM,Departamento Alquiler Temporal/temporary Rental Recoleta,Departamento,3300.0,ARS,34,1
367,2020_04_25,-34.5660144,-58.4571569,https://departamento.mercadolibre.com.ar/MLA-843111374-departamento-1-ambiente-luminoso-_JM,Departamento 1 Ambiente Luminoso,Departamento,20000.0,ARS,41,1
368,2020_04_25,-34.5766648,-58.4236076,https://departamento.mercadolibre.com.ar/MLA-843125938-gcruz-2900-exel-2-ambcoch-aprof-exp16500vigamenitis-_JM,G.cruz 2900 Exel 2 Amb.coch .a/prof Exp$16.500.vig.amenitis,Departamento,18500.0,ARS,53,2
369,2020_04_25,-34.5797618,-58.4129034,https://departamento.mercadolibre.com.ar/MLA-843146534-dueno-alquila-dpto-impecable-en-inmejorable-zona-palermo-_JM,Dueño Alquila Dpto Impecable En Inmejorable Zona Palermo,Departamento,25000.0,ARS,42,2
370,2020_04_25,-34.5976133,-58.416275,https://departamento.mercadolibre.com.ar/MLA-843287255-palermo-at-_JM,Palermo At,Departamento,1700.0,ARS,52,1
371,2020_04_25,-34.6179401,-58.3894987,https://departamento.mercadolibre.com.ar/MLA-843302973-hermoso-y-soleado-2-ambientes-c-balcon-impecable-excelente-zona-alquiler-temporario-_JM,Hermoso Y Soleado 2 Ambientes C/ Balcón Impecable! - Excelente Zona - Alquiler Temporario,Departamento,35000.0,ARS,40,2
372,2020_04_25,-34.5983108,-58.3725839,https://departamento.mercadolibre.com.ar/MLA-843349800-retiro-alquiler-temporario-2-ambientes-_JM,Retiro | Alquiler Temporario - 2 Ambientes,Departamento,28000.0,ARS,40,2
373,2020_04_25,-34.610781,-58.363576,https://departamento.mercadolibre.com.ar/MLA-843351766-ba-houses-duplex-de-2-dormitorios-en-alquiler-sobre-el-dique--_JM,Ba Houses Duplex De 2 Dormitorios En Alquiler Sobre El Dique !,Departamento,100000.0,ARS,170,3
374,2020_04_25,-34.5942193,-58.4150655,https://departamento.mercadolibre.com.ar/MLA-843362441-shopping-alto-palermo-3-amb-de-calidad-camenities-y-cochera-_JM,Shopping Alto Palermo 3 Amb De Calidad C/amenities Y Cochera,Departamento,81000.0,ARS,65,3
375,2020_04_25,-34.5583793,-58.454132,https://departamento.mercadolibre.com.ar/MLA-843375173-alq-dpto-tres-ambcocheraapto-profexcel-ubicaciontorre-_JM,"Alq Dpto Tres Amb,cochera,apto Prof,excel Ubicacion,torre",Departamento,35000.0,ARS,80,3
376,2020_04_25,-34.587221,-58.4229793,https://departamento.mercadolibre.com.ar/MLA-843400288-duena-alquila-luminoso-3-ambcon-balcon-palermo-soho-_JM,Dueña Alquila Luminoso 3 Amb.con Balcón - Palermo Soho.,Departamento,55000.0,ARS,71,3
377,2020_04_25,-34.6004531,-58.4189624,https://departamento.mercadolibre.com.ar/MLA-843401232-alquiler-temporario-almagro-salguero-suites-5-e-nuevos-_JM,Alquiler Temporario Almagro Salguero Suites 5 E Nuevos,Departamento,800.0,USD,34,1
378,2020_04_25,-34.57363,-58.4323608,https://departamento.mercadolibre.com.ar/MLA-843430931-departamento-en-monoambiente-las-canitas-_JM,Departamento En Monoambiente Las Cañitas,Departamento,17500.0,ARS,37,1
